movie_id,title,imdb_id,avg_rating,user_tags,top_relevant_tags
34466,Hum Dil De Chuke Sanam (1999),150992,3.3333333333333335,"Sanjay Leela Bhansali, faith, hindu, hinduism, love of one's life, singer, tradition",
35828,Black (2005),375611,3.5,"Sanjay Leela Bhansali, blind, deaf, mute, ray of light, tale, teacher",
36083,Main Hoon Na (2004),347473,3.306451612903226,"Foreign, bollywood","bollywood, family drama, good action, indians, original"
36086,Dilwale Dulhania Le Jayenge (1995),112870,3.7745098039215685,"Aditya Chopra, Amrish Puri, Anupam Kher, Bollywood, Comedy, India, ShahRukh Khan, Superhit, acting, bollywood, father-son relationship, lame, mother daughter relationship, musical, romance, romance boygirl dancing, some over acting, songs","indians, bollywood, india, love story, romantic"
41650,Mother India (1957),50188,3.875,"Coming of the age, Drama, Great Acting, Nargis, Social Commentary, aridity, bodily disabled person, field, hunger, interest, mother, musical, peasant, physical work, praise, pride and vanity, rage and hate",
42208,Paheli (2005),451850,2.8676470588235294,"adapted from:book, author: Vijayadan Detha",
45036,Chess Players  The (Shatranj Ke Khilari) (1977),76696,3.59375,"19th century, Satyajit Ray, based on short story, bollywood, chess, colonial india",
46770,Krrish (2006),432637,2.882978723404255,"Bollywood, Hrithik Roshan, Priyanka Chopra, beloved character dies pointlessly, long, seeing the future, seen, superhero",
48239,Yuva (2004),382383,3.42,"Mani Ratnam, gangster, model, students' movement, youth power",
50279,My Bollywood Bride (2006),397551,2.5,"actress, bollywood, celebrity, india, indian lead, love at first sight",
51884,Namesake  The (2006),433416,3.7005163511187606,"BGAB LRC, DISCOVERING ONE'S HERITAGE, Irrfan Khan, Kal Penn, Mira Nair, PG-13, PG13, Potential Oscar Nom 2008, Sahira Nair, Seen 2007, Tabu, Zuleikha Robinson, absurd, based on a book, bittersweet, bollywood, boring, cinematography, coming of age, culture clash, director female, director poc, ethnocentric, family, focused on race, good characters, good start/poor finish, great cinematography, great performances, heartwarming, heritage, immigrant story, immigrants, inconsistent, independent film, indian lead, interracial romance, large scope, library, literature, love, meek, memorable, netflix, pacing, pretentious, pseudo-intellectual, real, seen 2010, seen at the cinema, simple, slow, too ambitious, touching, underdog, woman director","indians, culture clash, immigrants, touching, based on a book"
52182,Eklavya: The Royal Guard (2007),459605,2.35,,
55098,Paint It Yellow (Rang De Basanti) (2006),405508,3.9783549783549783,"11/11, India, Rakesh Omprakash Mehra, bollywood, celebration, india, new delhi india, patriotic, social cause, student, students' movement, war of independence, youth","india, bollywood, indians, great acting, fighting the system"
56167,Om Shanti Om (2007),1024943,3.1875,"1970s, Bollywood, Indian, ShahRukh Khan, Stupid as Hell, acting debut, bad acting, bollywood, bombay india, dance, dancing, in jokes, irritating, musical, overacting, shahrukh khan, woman director","bollywood, good music, indians, dancing, original"
57183,Like Stars on Earth (Taare Zameen Par) (2007),986264,4.0,"Aamir Khan, Director: Aamir Khan, Director: Amole Gupte, Dyslexia, Hindi, Inspirational, Like Stars on Earth (2007), Writer: Amole Gupte, boarding school, bollywood, childhood, children, cinematography, convincing child actor, dyslexia, education, family, father, india, jealousy, little boy, netflix queue, painter, parent child relationship, parents, story, superb acting, synesthesia, teacher, teachers and students","bollywood, childhood, children, parenthood, masterpiece"
58111,Jodhaa Akbar (2008),449994,3.671171171171171,"16th century, bollywood, classic, domineering mother, emperor, epic, hindu, hindu muslim conflict, historical, kingdom, less than 300 ratings, love after marriage, marriage crisis, marriage of alliance, moghol empire, mughal empire, rajput princess, sword fight, wife husband relationship","amazing photography, historical, sword fight, love story, history"
58933,Saawariya (2007),758053,2.712121212121212,"Bollywood, Dostoyevsky, bad acting, canal, idiot characters, musical, romance",
64650,Marriage Made in Heaven  A (Rab Ne Bana Di Jodi) (2008),1182937,3.5822784810126582,"May-December romance, bollywood, dancing, marriage","bollywood, dancing, marriage, love story, love"
69136,Don (1978),77451,3.764705882352941,"Amitabh Bachchan, Chandra Barot, India, look-alike, mistaken identity, undercover cop","life philosophy, bollywood, cool, fight scenes, fast paced"
69187,Billu (2009),1230448,2.564516129032258,"Hindi Comedy, India, Salman, actor, barber, barbershop, friendship, india, netflix, remake, reunited friends, school friend, small town, superstar",
69269,Salaam Namaste (2005),456165,2.710526315789474,"Australia, India, Salman Khan, bollywood, hindi, india, indian",
71444,Thirst (Pyaasa) (1957),50870,3.764705882352941,"Guru Dutt, depression, greed, poet, poetry, prostitute, publishing, struggling artist",
71460,Wanted (2009),1084972,3.4197860962566846,"Aayesha Takia, Action, Mahesh Manjrekar, Prakash Raj, easily confused with other movie(s) (title), gang war, undercover police","good action, action, undercover cop, bollywood, violence"
71688,Jab We Met (2007),1093370,3.77007299270073,"Himachal Pradesh, Imtiaz Ali, India, Music, Sentimental, Twist ending, bhangra, bollywood, calamity, india, kareena kapoor, love, love of one's life, manic pixie dream girl, overacting, shahid kapoor, sikh, train, unexpected happiness","bollywood, love story, good soundtrack, love, train"
72325,Paper Flowers (Kaagaz Ke Phool) (1959),52954,3.25,flowers,
72587,Pure One (Pakeezah) (1972),67546,3.5,bollywood,
72953,Less of Sugar (Cheeni Kum) (2007),976026,3.09375,"Hindi, Indian, bollywood",
73051,Guru (2007),499375,3.6724137931034484,"Abhishek Bachchan, India, Mani Ratnam, Mumbai, biography, business, idealism, industrialist, rags to riches, rise to power, tycoon","rags to riches, biopic, indians, mentor, bollywood"
73170,Aaja Nachle (2007),986213,2.706896551724138,"bollywood, dance performance, love, stage show, underdog",
73513,Swades: We  the People (Our Country) (2004),367110,3.895705521472393,"Ashutosh Gowariker, Drama, India, Message, NASA, Patriotism, Shahrukh Khan, Social Commentary, acting, india, romantic, small town, story","india, indians, bollywood, mentor, melancholic"
73881,3 Idiots (2009),1187043,3.928622668579627,"All_Is_Well, Amazing display of friendship, Funny, IIT Life, India, Indian, Rajkumar Hirani, aamir khan, bad acting, based on a book, bollywood, college, comedy, drama, education, engineering, extremely stupid humor, family relations, friends, friendship, horrible plot, human nature, imdb top 250, inspirational, inventor, life, nerd, product placement, romance, science, self made, student, subjective camera, suicide, suicide attempt, teacher","bollywood, imdb top 250, india, friendship, college"
73900,Hum Tum (2004),378072,3.5,"airplane, bollywood, comedy, comic-strip artist, loss of loved one, new delhi india, paris",
74404,Hero: Love Story of a Spy  The (2003),347167,2.590909090909091,"india, kashmir, one man army, pakistan, secret mission, snow, spy, terrorist, undercover agent",
74406,Lucky: No Time For Love (2005),449306,2.9285714285714284,,
74426,Mohabbatein (2000),213890,3.1186440677966103,"Aditya Chopra, ShahRukh Khan, becoming an adult, bollywood, discipline, elite, forbidden love, musical, principal, school life, teachers and students, teenager, tradition, youth","love, bollywood, love story, musical, teen movie"
74641,Singh Is Kinng (2008),1146325,2.872093023255814,"India, bollywood, comedy romance, hindi, indian",
74787,My Name is Khan (2010),1188996,3.6033898305084744,"Bollywood, Kajol, Shahrukh Khan, bollywood, cheesy, long, sad, shahrukh khan, stereotypes, touching","bollywood, touching, emotional, natural disaster, islam"
76051,Delhi-6 (2009),1043451,2.864864864864865,bollywood,
76056,New York (2009),1328634,3.09375,"bollywood, crime, new york, thriller, war on terror",
76132,B.N.B. (Bunty Aur Babli) (2005),448206,3.1447368421052633,"Bollywood, Hindi, cons and scams, hoodlum, india",
76238,One 2 Ka 4 (2001),227194,2.227272727272727,"bollywood, cop, drug lord, family",
76241,Shakthi: The Power (2002),331639,2.6363636363636362,"cameo, family relationships, loss of loved one, railroad track, remake, tough guy, village",
76269,Chalte Chalte (2003),346723,2.8333333333333335,"car crash, fashion designer",
76291,Karan Arjun (1995),113526,2.9722222222222223,bollywood,
77210,Hum Tumhare Hain Sanam (2002),222024,2.0357142857142856,K.S. Adiyaman,
78192,Firaaq (2008),1263679,3.5,"Gujarat, Hinduism, Islam, Islamophobia, arson, guns, religion, woman director",
78196,Chhoti Si Baat (1975),72777,3.238095238095238,"Bollywood, Bombay, accountants, bollywood, motorcycle, romantic comedy",
78408,Salaam-E-Ishq (2007),485272,2.7222222222222223,"ARRANGED MARRIAGES, Bollywood, Islamophobia, London, amnesia, blonde, bollywood, dance, episodic, long, love, musical, romance, taxi, wedding",
78410,Chance Pe Dance (2010),1392744,2.264705882352941,"Bollywood, Tacones lejanos, children, dance, duringcreditsstinger, formulaic, hindi, india, indian, talent contest",
78488,Dhoondte Reh Jaoge (2009),1391544,2.0,,
78557,Aladin (2009),1227762,2.5,"Amitabh Bachchan, genie, magic",
78873,Accident on Hill Road (2010),1570417,4.0,,
79195,Raincoat (2004),405266,2.9166666666666665,bollywood,
79507,Amar Akbar Anthony (1977),75669,3.703125,"bollywood, filmfare",
79838,Ankur (The Seedling) (1974),71145,3.875,"India, caste system, class conflict, village life",
79974,Pyaar Impossible (2010),1351224,2.375,,
80777,Tere Naam (2003),374271,3.25,"Emotional, Salman Khan, True Love",
81087,Luck by Chance (2009),886539,3.0526315789473686,"bollywood, woman director",
81111,Peepli Live (2010),1447508,3.4318181818181817,"media circus, woman director",
81671,Tramp  The (Awaara) (Awara) (1951),43306,3.138888888888889,"Raj Kapoor, classic, courtroom, flashback, indian, musical, thief, tramp",
82097,Karthik Calling Karthik (2010),1373156,3.3043478260869565,"mental control, schizophrenia",
82154,Get Educated: Paathshaala (2010),1194236,1.6,,
82902,Chori Chori Chupke Chupke (2001),256692,2.0555555555555554,"bollywood, musical",
82906,Baghban (2003),337578,3.3676470588235294,Ravi Chopra,
82980,Mujhse Shaadi Karogi (2004),418362,2.875,"Akshay Kumar, Comedy, David Dhawan, Kadar Khan, Priyanka Chopra, Rajpal Yadav, Salman Khan",
83004,Tere Bin Laden (2010),1629391,3.611111111111111,"comedy, hilarious, impersonation, impersonator, low budget, osama bin laden, reporter, satire, scam",
83038,Disco Dancer (1983),208903,3.0,,
83264,Band Baaja Baaraat (2010),1610452,3.5067567567567566,"bollywood, comedy, feel-good, kiss, romance, wedding, wedding planner","bollywood, love story, romantic comedy, storytelling, fun movie"
83266,Kaho Naa... Pyaar Hai (2000),234000,3.111111111111111,"Rakesh Roshan, bollywood",
83337,Mujhse Dosti Karoge! (2002),272736,2.769230769230769,bollywood,
83339,Main Prem Ki Diwani Hoon (2003),265148,2.8333333333333335,bollywood,
83424,Ghajini (2008),1166100,3.371212121212121,"Aamir Khan, Action, Sentimental, True Love, bollywood, rubbish, short-term memory, tattoo, too much dance","short-term memory loss, bollywood, action, love story, revenge"
83430,Fool N Final (2007),493417,1.0,diamond heist,
83457,Hum Aapke Hain Koun...! (1994),110076,3.5256410256410255,"Madhuri Dixit, Salman Khan, bollywood, musical, overacting, sappy, too long",
83956,Om Jai Jagadish (2002),327071,2.3125,musical,
84238,Aankhen (2002),306434,3.340909090909091,"bank robbery, heist",
84500,Seventh Horse of the Sun  (Suraj Ka Satvan Ghoda) (1993),108256,2.5,,
86438,Laaga Chunari Mein Daag: Journey of a Woman (2007),985636,2.7857142857142856,,
87882,De Dana Dan (2009),1255951,2.5,"bollywood, romantic comedy",
88065,Double Dhamaal (2011),1728239,2.230769230769231,,
88069,Delhi Belly (2011),1934231,3.5642857142857145,"Comedy, Imran Khan, India, Story, Suspense, bollywood, delhi, macguffin, mistaken identity, polaroid camera, underrated, wad of cash","bollywood, indians, pornography, stand-up comedy, india"
89554,Zindagi Na Milegi Dobara (2011),1562872,3.9448529411764706,"Barcelona, Bollywood, Costa Brava, Flamenco, Inspirational, Motivational, Ronda, Seville, Spain, bachelorhood, cheating, childhood friends, father son conflict, female domination, flirting, friend vacation, lyricist, multilingual, painter, poet, poetic, road trip, school friend, scuba diver, scuba diving, sky diving, tomatina, vacation","road trip, bollywood, spain, friendship, unlikely friendships"
89632,Masti (2004),406977,2.9615384615384617,"blackmail, extramarital affair",
91241,Singham (2011),1948150,3.279220779220779,"Ajay Devgan, Corruption, Police, Rohit Shetty, action, bollywood, comedy, fight, flipping car, good cop, job transfer, love interest, masala, one man army, police officer, remake, tough guy","action, good action, bollywood, police corruption, action packed"
91250,Chandni Chowk to China (2009),1091229,2.1923076923076925,"Deepika Padukone, bollywood, hindi, india, indian, musical, stupid",
91805,Ladies vs. Ricky Bahl (2011),1954598,3.2941176470588234,"Bluffing, Little Mindgame",
91844,Chak De India! (2007),871510,3.786231884057971,"Field hockey, Foreign, India, National Award, Patriotic, Shah Rukh Khan, ShahRukh Khan, Sports, cinematography, coach, ice hockey, sport, sports, team-building","sports, india, bollywood, indians, mentor"
93782,Paan Singh Tomar (2010),1620933,3.6857142857142855,"Bollywood, Inspired, Irrfan, army, athlete, rebel, sport",
93921,Housefull 2 (2012),1980986,3.0,"Akshay Kumar, Comedy, John Abraham, Mistaken Identity, Riteish Deshmukh, Sajid Khan",
93923,Agent Vinod (2012),1395025,2.4375,"seductress, threat",
94190,Aakrosh (2010),1708453,3.05,"Crime, Honour killing, Police",
94661,Rocket Singh: Salesman of the Year (2009),1434447,3.717948717948718,"ambition, bollywood, business, india, struggling career",
94663,Vicky Donor (2012),2317337,3.6796875,"Annu Kapoor, Coming of the age, Drama, bollywood, comedy, good theme","bollywood, drama, dramatic, greed, culture clash"
94725,Bombay Talkie (1970),65484,2.5,"Criterion, James Ivory, bollywood, extramarital affair, living abroad",
94900,Desi Boyz (2011),1985981,3.037037037037037,"Indian, London, bollywood, gigolo, male prostitute, orphan",
94969,Kahaani (2012),1821480,3.8839285714285716,"NO_FA_GANES, Sujoy Ghosh, bollywood, crime, female protagonist, getdvd, india, missing husband, mystery, nerve gas, police corruption, politics, thriller","bollywood, amazing photography, cinematography, twists & turns, storytelling"
95697,No Problem (2010),1431122,2.6666666666666665,,
96086,Householder  The (Gharbar) (1963),57162,3.0,"BD-R, Criterion, James Ivory, based on novel, based on novel or book",
96275,In Custody (1994),107199,1.5,"Criterion, Ismail Merchant, poetry, progress, tradition",
97042,Ishaqzaade (2012),2308773,2.909090909090909,"Arjun Kapoor, Drama, Parineeti Chopra, Story",
97254,Shakespeare-Wallah (1965),59709,3.5,"BD-R, Criterion, James Ivory, india, theatrical troupe",
97648,Gangs of Wasseypur (2012),1954470,3.802395209580838,"Anurag Kashyap, a look in the backyards, acting and story, action, bollywood, choppy style, comedy, crime, desi, entertaining, gang, gritty, hilarious, hindi, indian, mafia, off beat music, realistic, rivalry, thriller, time in history","bollywood, oscar (best foreign language film), storytelling, indians, mafia"
98000,Student of the Year (2012),2172071,2.5952380952380953,"bollywood, father and son relationship, friendship, love triangle, musical acts",
98198,OMG Oh My God! (2012),2283748,3.95679012345679,"Paresh Rawal, Screenplay, Umesh Shukla, based on a play, bollywood, religion, story, superb acting, youtube","god, religion, bollywood, islam, mentor"
98956,Barfi! (2012),2082197,3.66412213740458,"Anurag Basu, Director: Anurag Basu, Writer: Anurag Basu, Writer: Sanjeev Dutta, Writer: Tani Basu, autism, disability, etaegeshelf, favorite, happiness, indian, love","love, bollywood, love story, cinematography, disability"
99061,7 Khoon Maaf (2011),1629376,2.5681818181818183,"black widow, bollywood, colonialism, dark comedy, etaegeshelf, romance, serial killer",
99119,Mahakaal (The Monster) (1993),260155,1.625,"bollywood, magic, slasher",
99636,English Vinglish (2012),2181931,3.6721311475409837,"classroom, etaege, foreign language, housewife, manhattan  new york city, multilingual, speech, wedding, woman director, xenophobia","gay character, bollywood, feel-good, wedding, family drama"
99731,Dabangg 2 (2012),2112131,2.763157894736842,police officer,
100336,Udaan (2010),1639426,3.6,"Drama, Ronit Roy, Story, Vikramaditya Motwane, abusive father, coming of age, growing up",
100727,Heroine (2012),1949548,2.5,,
101640,Don (2006),461936,3.338709677419355,"Bollywood, Priyanka Chopra, bollywood, drug traffic, drugs, remake, twist ending, unlikeable characters","bollywood, original, amazing cinematography, visually appealing, remake"
101664,Hey Ram (2000),222012,3.3333333333333335,"assassination, based on true events, hindu, mahatma gandhi, muslim, race riot, religion, revenge, riot",
101719,Koi... Mil Gaya (2003),254481,3.0,,
103050,Pyaar Ka Punchnama (2011),1926313,3.3793103448275863,"Luv Ranjan, relationships",
103363,Aks (2001),289845,2.6875,"assassin, bollywood, possession, serial killer",
103639,Bhaag Milka Bhaag (2013),2356180,3.824468085106383,"Bollywood, Hindi, Rakeysh Omprakash Mehra, Sport, action, athelete, biography, btaege, facts of life, family, fight, inspirational, jail, knife, love, olympics, past, running, sikh, sister, slaughter, sports history, true story","bollywood, biopic, olympics, india, indians"
103641,D-Day (2013),2385104,3.1333333333333333,"Action, National Security, Nikhil Advani, Rishi Kapoor, Story, spy",
103671,Joker (2012),1918886,1.25,"hindi, india, indian",
104379,Chennai Express (2013),2112124,2.787878787878788,"Deepika Padukone, Foreign, Goa, India, Rameshwaram, ShahRukh Khan, ashes, bollywood, gangsters, grandfather, love, masala, rameshwaram, romance, romantic rivalry, south india, subtitles, sweet romance, tamil, tollywood, train ride, train romance, trains","bollywood, good action, adapted from:comic, romance, indians"
104996,Table No.21 (2013),2229842,2.861111111111111,,
105084,Grand Masti (2013),2476154,3.5,,
105290,Shanghai (2012),2072227,2.9444444444444446,Dibakar Banerjee,
105338,Kabul Express (2006),770214,2.875,"Afghanistan, afghanistan, bonding, hostage, journalist, pakistani, war in afghanistan",
105343,Special 26 (2013),2377938,3.7711864406779663,"Neeraj Pandey, bollywood, con artist, heist, hindi, meticulous, theft, twist","heist, bollywood, con artists, cerebral, great acting"
105477,Talaash (2012),1787988,3.0434782608695654,"murder, murder investigation, neo-noir, police investigation, woman director",
105599,Drona (2008),1060249,1.5,"Bollywood, Kay Kay Menon, Priyanka Chopra, The Chosen One, aquaphobia, bollywood, clones, seen, slow motion, villain steals the show",
105884,Being Cyrus (2005),412308,3.0,Homi Adajania,
106064,Race (2008),1017456,2.880952380952381,betting on horse,
106462,Fiancee  The (Parineeta) (1953),46164,4.3,,
107707,Dhoom (2004),422091,3.2857142857142856,"bollywood, cops, gang of thieves, motor sport, motorbike, motorcycle, musical, overacting, special effects","bollywood, indians, musical, entertaining, excellent script"
107853,Scorching Winds (Garm Hava) (Garam Hawa) (1974),73034,2.75,"M.S. Sathyu, partition",
107883,The Lunchbox (2013),2350496,3.8636363636363638,"2015, Acting, Cute, Direction, Feel good movie, India, Irrfan Khan, Loneliness, Nawazuddin Siddiqui, Nimrat Kaur, Ritesh Batra, Romance, Screenplay, Seen 2017, epistolary, housewife, mumbai, tiffin, unsaid, x-aru, x-mom, x-yann","loneliness, relationships, love story, solitude, melancholic"
108160,Breakaway (Speedy Singhs) (2011),1736552,3.1666666666666665,Hockey,
108432,Guru  The (1969),64396,,"india, indian guru",
108514,Yeh Jawaani Hai Deewani (2013),2178470,3.6940298507462686,"Story, bollywood, chasing dreams, cheesy, deepika, deepika padukone, desi, fun, funny, great dancing, musical, predictable, ranveer, romance","bollywood, feel-good, romantic comedy, coming-of-age, good music"
109093,Don 2 (2011),1285241,3.209090909090909,"Atmospheric, Boman Irani, Farhan Akhtar, Shahrukh Khan, Story, Thriller, action, sequel","bollywood, action, fast paced, realistic action, pornography"
109096,Pardes (1997),119861,3.1136363636363638,"Subhash Ghai, bollywood, singer, usa",
109277,Love Story 2050 (2008),490170,1.675,"Bollywood, Boman Irani, Harman Baweja, hindi, india, indian, reincarnation, seen, time travel",
109455,Highway (2014) ,2980794,3.314814814814815,"India, Kidnapping, Road movie, Stockholm syndrome, catharsis, emancipation, kidnapping, sexual abuse",
109728,Kai Po Che! (2013),2213054,3.296875,"Bollywood, Gujrat, Period, buddy, friends",
112501,Kabhi Haan Kabhi Naa (1994),110222,3.6136363636363638,"Kundan Shah, Realistic, ShahRukh Khan, band, love triangles, meaningful, seen",
112594,Duplicate (1998),164550,2.5,"Comedy, ShahRukh Khan, bollywood, chef, mistaken identity, multiple roles, seen",
112640,Ra.One (2011),1562871,2.606060606060606,"ShahRukh Khan, bollywood, cameos, computer animation, crude humor, seen, superhero, video games, villain",
112903,Gunday (2014),2574698,2.1956521739130435,"coal, fight on train roof, friendship, gangster, love triangle, train, train robbery, two man army",
112905,Goliyon Ki Raasleela Ram-Leela (2013),2215477,2.973684210526316,"acting, based on play or musical, death of lover, direction, family relationships, love, story, unreal",
112907,Villain  The (Ek Villain) (2014),3175038,2.9705882352941178,"Musical, Riteish Deshmukh, Serial Killer, Sidharth Malhotra, Story, drama, indian, revenge, serial killer, shraddha kapoor",
112909,Kites (2010),1198101,1.9230769230769231,,
115973,Haider (2014),3390572,3.646551724137931,"Bold, Bollywood, Drama, Great Acting, Hindi, Irrfan Khan, Kay Kay Menon, Shahid Kapoor, Shakespeare, Shraddha Kapoor, Story, Tabu, Vishal Bhardwaj, avenge, death of father, kashmir, kashmir conflict, suspense","bollywood, breathtaking, tragedy, india, based on a play"
116704,Zanjeer (1973),70947,3.0,"Prakash Mehra, bollywood",
117148,Dil Bole Hadippa! (2009),1202540,1.9,bollywood,
117310,Aashiqui 2 (2013),2203308,3.4696969696969697,"Mohit Suri, Musical, True Love, artist, musical, romance, shraddha kapoor, tragic love",
117506,Deewaar (1975),72860,3.5,"Yash Chopra, criminal, police, sibling relationship",
118258,It's a Wonderful Afterlife (2010),1319716,2.875,"ghost, indian lead, london england, matchmaking, murder, woman director",
118446,Journey Beyond Three Seas (1957),50820,2.75,"Khwaja Ahmad Abbas, Vasili Pronin, biography, ethnographical, geography, history, india, russia",
118762,Action Jackson (2014),403935,2.0,"bad luck, bangkok, blood, bombay india, fight, friends, gangster, gun, killer, look-alike, lust, seductress, sword",
119080,Loins of Punjab Presents (2007),1012757,3.3333333333333335,"Manish Acharya, bollywood, indian lead",
120138,PK (2014),2338151,3.7627551020408165,"Aamir Khan, Anushka Sharma, Boman Irani, Comedy, Rajkumar Hirani, Romantic, alien, belief in god, comedy, friendship, god, hindi, love, no religion, religion, religious intolerance, social awarness, social commentary, society, sociology, very funny","god, religion, alien, bollywood, indians"
120486,Daar (1993),109555,2.8333333333333335,"Love Triangle, Musical, Yash Chopra, poweful performance, psychological, thriller",
121133,Ishq (1997),133024,3.08,"Aamir Khan, Ajay Devgan, Comedy, Comedy romance music, Juhi Chawla, musical",
121370,Happy New Year (2014),2461132,2.3285714285714287,"bar dancer, bollywood, boman irani, comedy, competition, con artist, dance, deepika padukone, diamond, diamond heist, dubai, farah khan, heist, musical, pole dancer, shahrukh khan, slapstick, stripper, thief, too long, woman director",
125479,The Unknown (1965),247394,3.0,bollywood,
126152,Lahore (2010),1285245,1.5,,
129437,Ugly (2013),2882328,3.732142857142857,"Anurag Kashyap, casting director, investigation, kidnapping, missing girl, police, ransom, whodunit",
129786,Dhobi Ghat (2011),1433810,2.9166666666666665,woman director,
129788,Raanjhanaa (2013),2359810,3.5833333333333335,"Abhay Deol, Anand L Rai, Atmospheric, Comedy, Dhanush, Drama, Mohammed Zeeshan Ayyub, Musical, Romance, Sonam Kapoor, Story, Swara Bhaskar, True Love, inter religion relationship, teenage love, tragedy, unrequited love",
130492,Dum Laga Ke Haisha (2015),3495030,3.517857142857143,"Ayushmann Khurana, Comedy, Indian, Marriage comedy, arranged marriage, big love, bollywood, elegant love, family, good and calm, humour, love, marraige, overweight character, romance","bollywood, family drama, great acting, sweet, culture clash"
130618,Baby (2015),3848892,3.603448275862069,"Action, Akshay Kumar, Atmospheric, Intelligence, National Security, Neeraj Pandey, Thriller, commando, elite unit, espionage, grippy, terrorism, terrorist","bollywood, india, amazing cinematography, indians, criterion"
131021,Filmistaan (2014),2417560,3.3333333333333335,,
132358,N.H 10 (2015),3742284,3.4571428571428573,"Action, Drama, Hindi, India, bollywood, desi, fight, hitchhiker, killing, social commentary, thriller, violence",
132456,Lage Raho Munna Bhai (2006),456144,3.6578947368421053,"Arshad Warsi, Boman Irani, Comedy, Gandhi, Message, Rajkumar Hirani, Sanjay Dutt, Social Commentary, bollywood, comedy, historical figure, india","bollywood, india, indians, good sequel, melancholic"
132468,Ship of Theseus (2013),1773764,3.4523809523809526,"artistic, blind, independent film, monastery, multiple stories, organ donation, organ theft, philosophy, photographer, realistic",
132948,Doli Saja Ke Rakhna,207415,3.75,,
132950,Vaastav: The Reality (1999),220832,4.142857142857143,mumbai underworld,
